CODELOG;POIDS_SONDAGE;NUM_UP;CODEEGION;QPV;DVISIT1;DVISIT2;REG;Libelle.region;DEP;Libelle.departement;PCTL;PCPP;PCPS;PCNE;PCEL;PCOL;PCAS;PCJA;IAC;IAC1;IAC2;MA1ANO;MA1AMOIS;MA1AYEAR;MATER01;MATER02;MATER03;MATER04;MATER05;MATER06;MATER07;MATER1;ACTP1;ACTP2;ACTP3;QPX1;QPX2;QPX3;QOD1;QOD2;QOD3;QBR1;QBR2;QBR3;QBR4;QBR5;QBR6;REAB;REAB1;REAB2;REAB3;TRAV;TRAV101;TRAV102;TRAV103;TRAV104;TRAV105;TRAV106;TRAV107;TRAV108;TRAV109;TRAV110;TRAV111;TRAV112;TRAV2;KCC0;KCC1;KCC1a;KCC201;KCC202;KCC203;KCC204;KCC205;KCC206;KCC207;KCC208;KCC209;KCC210;KCC2a;KCCM11;KCCM12;KCCM13;KCCM14;KCCM15;KCCM16;KCCM17;KCCM18;KCCM19;KCCM2;CHEM1;CHEM2;KCL1;KCL1b;KCUI;KCUIa;KECS;KEIC;KEIC1;CEM01;CEM02;CEM03;CEM04;CHAUSS;FUMEUR1;FUMEUR2;ANI1;ANI211;ANI212;ANI213;ANI214;ANI215;ANI22;QATRA1;QOM31;QOM32;QOM33;QOM34;QOM35;HGTM;HGLP;MENAG;KID15;STRMEN;REV1;FC10B;LSTU2;SOMSEJNO;SOMSEJADUADO;SOMSEJENFANT;SOMCHBNO;SOMCHBADUADO;SOMCHBENFANT;CHAUF;CHEM;CHAPP;AFUM;AVAP;CUI1;CUI4;CUI5;PRESS;MBLS1;MBLS2;MBLS3;MBLS4;MBLS4a;XPB10;XPB11;XPB111;XPB112;XPB113;XPB114;XPB115;XPB11b;XPB12;XPB131;XPB132;XPB133;XPB134;XPB135;XPB136;XPB137;XPB138;XPB139;XPB13a;LSTU;LSTUC;LNPL1;LNPL2;LNPL3;LNPL4;LNPL5;LNPL6;LNPL7;LNPL8;LNPL9;LNPL0;HCU1;HCU3;HSRF;HPLB;HPLB1;HPLB2;HPLH;HPLH1;DCA1;DCA2;DGAR0;DGAR1;DGG3;KODSJ;FNSJ11;FNSJ12;FNSJ13;FNSJ14;FNSJ15;FNSJ16;FNSJ1a;KODCH;FNCH11;FNCH12;FNCH13;FNCH14;FNCH15;FNCH16;FNCH1a;SURFCHB;HAUTCHB;SURFSEJ;HAUTSEJ;Q1;Q2;Q21NOW;Q21AVANT;Q3;Q4NETTOI;Q4AERE;Q4CUI;Q4LOISIR;Q4TRAV;Q4MOB;Q5CHAUF;Q5NETTOI;Q5DESINF;Q5DESO;Q5INSEC;Q5TABAC
LOG102;7668,330957;147;52;0;2022-juin;2022-juin;52;Pays de la Loire;44;Loire-Atlantique;2;4;6;0;0;2;2;2;6;NA;NA;2;5;2013;2;1;1;2;2;2;2;;2;NA;;1;5;Poussière;3;NA;;3;NA;;3;NA;;5;NA;NA;NA;1;2;1;2;2;2;2;2;2;2;2;2;2;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;3;;1;3;1;3;2;4;1;2;NA;NA;NA;NA;NA;;;2;1;2;2;2;2;2;4;2;3;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;3;0;1;1;1;0;3;dressing, couloir et entrée;1;2;72;4;Sans Objet;Sans Objet;1;Sans Objet;1;2;2;Sans Objet;Sans Objet;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;1;2;2;2;Sans Objet;11;240;15;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;3;3;3;3
LOG103;102201,8935;145;52;0;2021-septembre;2021-octobre;52;Pays de la Loire;44;Loire-Atlantique;1;6;4;1;0;2;3;1;11;1;2010;2;9;2010;2;2;2;1;2;2;2;;2;NA;;1;5;Poussière, pollen;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;1;1;1;2;2;2;2;2;2;2;2;2;2;;3;10;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;2;1;2;;3;1;3;NA;2;NA;1;6;;1;2;1;4;2;3;1;1;2;1;2;2;1;Poules, poissons;;1;NA;NA;NA;NA;2;2;4;1;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;1;NA;NA;NA;NA;NA;NA;NA;NA;1;;2;Sans Objet;1;1;3;2;1;1;1;0;0;Sans Objet;1;1;109;8;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;220;34;220;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;3;3;3;3
LOG104;44771,89192;145;52;0;2021-juillet;2021-juillet;52;Pays de la Loire;44;Loire-Atlantique;1;5;3;1;0;2;3;1;1;NA;NA;2;6;2014;2;2;2;1;1;2;2;;2;NA;;3;NA;;2;3;;1;1;;2;1;;3;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;2;2;2;2;2;;3;3;3;NA;1;NA;1;3;;1;3;2;NA;3;1;1;1;1;2;2;2;2;;;1;NA;NA;NA;NA;2;2;1;0;1;1;2;2;2;0;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;2;1;1;2;1;0;0;Sans Objet;2;2;84;8;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;1;2;1;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;13,85;240;36,27;250;3;3;Sans Objet;Sans Objet;3;3;3;1;3;3;3;3;3;1;3;3;4
LOG105;4948,269187;146;52;0;2021-juin;2021-juin;52;Pays de la Loire;44;Loire-Atlantique;1;8;5;2;0;2;3;1;9;1;1991;2;11;1991;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;2;1;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;2;2;2;;1;1;3;NA;2;NA;1;3;;1;3;1;4;3;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;3;0;3;1;1;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;4;1;2;2;1;0;2;1 dressing et 1 garage attenant;2;2;140;8;Sans Objet;Sans Objet;3;Sans Objet;1;2;1;1;3;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;16;250;40;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;1;4;3;4
LOG106;25252,87512;149;52;0;2021-mars;2021-mars;52;Pays de la Loire;49;Maine-et-Loire;1;8;3;1;0;2;3;1;12;1;2013;2;8;2013;1;2;2;2;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;5;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;2;2;2;2;2;1;2;;3;1;3;NA;2;NA;1;6;;1;3;1;4;1;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;4;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;2;1;2;2;2;2;2;2;2;;2;Sans Objet;0;1;3;1;2;1;1;0;2;1 garage attenant + 1 mezzanine;2;2;130;5;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;18;250;58;250;3;3;Sans Objet;Sans Objet;3;3;1;3;3;3;3;3;3;1;4;3;4
LOG107;15700,55186;148;52;0;2021-janvier;2021-janvier;52;Pays de la Loire;49;Maine-et-Loire;1;10;4;1;0;2;3;1;7;NA;NA;2;8;2014;2;1;2;2;2;2;2;;1;6;Cabinet de Sophrologie;3;NA;;3;NA;;3;NA;;3;NA;;1;2;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;10;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;2;2;2;;1;3;3;NA;1;NA;1;6;;1;3;1;4;1;1;1;1;1;2;2;2;2;;;2;2;2;1;2;2;2;5;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;1;NA;NA;NA;NA;NA;NA;NA;NA;1;;2;Sans Objet;1;1;4;2;2;1;1;0;1;sous-sol aménagé;2;1;180;4;Sans Objet;Sans Objet;5;Sans Objet;1;2;1;1;2;SEJ1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;20;250;40;250;3;3;Sans Objet;Sans Objet;3;3;3;3;1;3;3;3;3;3;1;4;3
LOG108;9326,80209;149;52;0;2021-juin;2021-juin;52;Pays de la Loire;49;Maine-et-Loire;1;3;2;0;0;2;3;1;2;NA;NA;1;NA;NA;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;2;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;7;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;7;Pompe à chaleur;1;3;1;1;2;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;5;2;2;2;2;1;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;2;2;1;Très forte circulation routière à quelques mètre de l'habitation;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;1;0;1;1;0;0;0;Sans Objet;1;1;120;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;2;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;270;26;270;3;3;Sans Objet;Sans Objet;3;2;3;3;3;3;3;3;3;3;4;4;4
LOG109;23088,33087;148;52;0;2021-février;2021-mars;52;Pays de la Loire;49;Maine-et-Loire;1;6;2;1;0;2;3;1;12;1;2019;2;1;2019;2;1;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;1;2;1;2;2;1;2;2;2;2;2;2;1;Travaux suite à dégât des eaux (salle de bain);2;3;;2;2;2;2;2;2;2;1;2;2;chauffage solaire;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;3;;1;3;1;1;1;1;1;1;2;1;2;2;2;;;1;NA;NA;NA;NA;2;2;5;1;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;4;0;2;0;0;0;1;1 garage attenant;2;1;107;5;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;14;260;43;260;3;3;Sans Objet;Sans Objet;3;3;3;1;3;3;3;3;3;1;4;4;4
LOG110;8908,814686;155;52;0;2021-juin;2021-juin;52;Pays de la Loire;85;Vendée;1;7;4;0;0;2;3;1;12;1;2017;2;8;2017;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;1;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;1;2;2;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;4;2;3;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;3;1;2;2;1;0;1;garage attenant;2;1;140;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10,5;250;53;310;3;1;2;1;3;3;3;1;1;3;3;4;3;1;3;3;4
LOG111;7574,758446;155;52;0;2023-février;2023-février;52;Pays de la Loire;85;Vendée;1;5;8;0;0;2;3;1;6;NA;NA;2;12;1993;2;1;2;1;2;2;2;;2;NA;;2;1;;3;NA;;1;1;;1;1;;2;2;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;10;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;2;2;2;;3;1;3;NA;2;NA;1;6;;1;1;1;2;1;1;1;1;1;2;1;2;2;;;2;2;2;1;2;2;2;2;0;2;1;1;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;4;0;2;2;1;0;2;2 garages;2;1;100;4;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;1;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;250;45;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;3;3;3;3;4
LOG112;46679,87008;153;52;0;2021-février;2021-février;52;Pays de la Loire;53;Mayenne;2;4;2;13;2;2;1;2;6;NA;NA;2;11;2016;2;2;1;2;2;2;2;;2;NA;;3;NA;;3;NA;;2;1;;2;1;;1;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;1;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;3;;1;3;1;3;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;1;0;1;2;1;2;2;0;0;2;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;2;0;1;1;0;0;0;Sans Objet;1;1;75;1;Sans Objet;Sans Objet;1;Sans Objet;1;2;2;Sans Objet;Sans Objet;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10;250;25;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;1;4;4;4
LOG113;7176,52571;144;52;0;2021-janvier;2021-janvier;52;Pays de la Loire;44;Loire-Atlantique;1;7;4;1;0;2;3;1;10;1;2003;2;9;2010;2;1;2;2;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;2;2;2;2;2;1;2;2;2;2;;1;2;1;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;3;;1;3;1;2;1;1;3;1;2;1;2;2;2;;;2;2;2;1;2;2;2;4;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;2;1;2;;1;2;2;2;2;2;1;2;2;2;;2;Sans Objet;0;1;3;1;2;2;1;0;1;garage;2;2;110;8;Sans Objet;Sans Objet;4;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;14;250;41;250;3;3;Sans Objet;Sans Objet;3;3;3;1;1;3;3;3;3;3;3;4;3
LOG114;9844,31058;167;53;0;2021-février;2021-mars;52;Pays de la Loire;49;Maine-et-Loire;1;7;5;2;0;2;3;1;1;NA;NA;2;1;2018;1;2;1;2;1;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;Pose de parquet en bois;2;6;;2;1;2;2;2;2;2;2;2;2;;1;2;2;2;2;2;2;2;2;;1;1;3;NA;1;NA;1;6;;1;2;1;2;1;3;1;1;1;1;2;2;2;;;2;2;2;1;2;2;2;2;0;2;1;1;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;2;4;0;1;3;1;0;0;Sans Objet;1;1;300;2;Sans Objet;Sans Objet;5;Sans Objet;1;2;1;2;3;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;1;2;Sans Objet;42,13;252;46,3;254;3;3;Sans Objet;Sans Objet;3;2;3;3;3;3;3;3;1;3;4;3;3
LOG115;11098,23564;145;52;0;2021-mars;2021-mars;52;Pays de la Loire;44;Loire-Atlantique;1;6;2;1;0;2;3;1;10;1;2003;2;3;2003;2;2;1;2;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;2;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;10;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;1;1;3;NA;1;6;;1;1;1;4;3;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;4;0;3;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;2;2;2;1;2;1;2;2;2;;2;Sans Objet;0;1;4;0;1;1;0;0;1;1 garage attenant;2;1;107;8;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;13;250;50;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;4;3;3;4
LOG116;137033,7137;149;52;0;2021-juin;2021-juin;52;Pays de la Loire;49;Maine-et-Loire;1;5;2;0;0;1;3;1;1;NA;NA;2;NA;1988;2;2;2;2;1;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;1;1;2;2;2;2;2;2;2;2;2;2;2;;3;6;;2;1;2;2;1;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;Pas de système de chauffage central;1;1;3;NA;1;NA;1;6;;1;3;2;NA;1;4;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;2;0;2;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;2;1;2;2;2;2;2;2;2;;2;Sans Objet;1;1;1;1;1;1;1;0;0;Sans Objet;1;2;80;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;2;3;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;1;Espace de relaxation-méditation;12;220;30;260;3;3;Sans Objet;Sans Objet;3;3;3;3;3;1;3;3;3;1;4;3;3
LOG117;11825,90514;156;52;0;2021-avril;2021-avril;52;Pays de la Loire;85;Vendée;1;9;4;0;0;2;2;1;11;1;2012;2;2;2012;2;2;2;1;2;2;2;;2;NA;;1;3;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;1;2;1;2;2;2;2;2;2;2;2;2;2;;2;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;1;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;1;2;1;1;1;1;1;2;2;2;2;;;2;2;2;1;2;2;2;5;3;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;6;1;2;2;1;0;0;Sans Objet;2;2;190;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11;250;60;250;3;1;2;1;1;3;3;1;3;3;3;4;3;1;4;3;4
LOG118;78424,76363;152;52;0;2021-février;2021-février;52;Pays de la Loire;49;Maine-et-Loire;2;4;2;12;8;2;1;2;5;NA;NA;2;NA;1991;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;2;4;;3;NA;;1;1;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;2;1;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;1;3;3;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;1;0;1;2;2;2;2;0;0;2;1;0;1;0;0;0;0;2;1;2;2;2;2;2;2;;1;1;2;1;2;2;2;;1;2;2;1;2;2;1;1;2;2;;2;Sans Objet;1;1;2;0;1;1;0;0;0;Sans Objet;1;1;80;1;Sans Objet;Sans Objet;1;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;9,22;250;44,1;250;3;3;Sans Objet;Sans Objet;3;3;1;3;3;3;3;3;1;1;3;3;4
LOG119;4167,598145;142;52;0;2022-septembre;2022-septembre;52;Pays de la Loire;44;Loire-Atlantique;1;6;5;1;0;2;3;1;9;1;2000;2;4;2002;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;1;NA;1;3;;1;3;1;2;2;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;2;0;2;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;4;1;2;2;1;0;1;débarras;2;1;130;5;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;13;245;45;245;3;3;Sans Objet;Sans Objet;3;3;1;3;3;3;3;4;3;3;4;4;4
LOG120;30756,60385;147;52;0;2022-octobre;2022-novembre;52;Pays de la Loire;44;Loire-Atlantique;1;8;2;1;0;2;2;1;7;NA;NA;2;11;2021;2;2;1;2;2;2;2;;2;NA;;3;NA;;3;NA;;2;2;;2;2;;1;2;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;;1;3;;2;2;2;2;1;1;2;2;2;2;;1;2;2;2;2;2;2;2;2;;3;1;3;NA;1;NA;1;3;;1;3;1;4;1;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;4;2;3;1;1;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;3;0;1;1;0;0;3;garage / entrée / escalier;1;2;110;8;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;1;1;3;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;250;31;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;4;4;4;4
LOG121;11888,16649;153;52;0;2021-mars;2021-mars;52;Pays de la Loire;53;Mayenne;1;6;4;0;0;2;3;1;12;1;2015;2;8;2015;1;2;2;2;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;5;;2;2;2;2;2;1;2;2;2;2;;2;1;2;2;2;2;2;2;2;;3;1;3;NA;2;NA;1;7;Pompe à chaleur;1;3;1;4;1;1;1;1;2;1;2;2;2;;;2;2;2;1;2;2;2;3;0;3;1;1;2;2;0;0;2;2;0;1;0;0;0;0;0;0;2;2;2;2;2;1;Canapé en cuir et bois;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;2;1;2;2;1;0;1;1 très grand dressing;2;1;240;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;2;3;CUS1;1;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;18;250;52;250;1;1;3;2;1;3;3;1;3;3;3;4;3;3;1;4;4
LOG122;45674,8242;153;52;0;2021-septembre;2021-octobre;52;Pays de la Loire;53;Mayenne;1;7;3;2;0;2;2;1;5;NA;NA;2;NA;2019;2;1;2;1;2;2;2;;2;NA;;2;3;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;1;1;2;2;2;2;2;2;2;2;2;2;2;;2;1;;2;2;2;2;2;1;2;2;2;2;;1;2;2;2;2;2;2;2;1;Souffleur électrique utilisé qu'en cas de grands froid en appoint.;3;3;2;2;2;NA;1;6;;1;3;1;2;3;3;3;1;1;1;2;2;2;;;1;NA;NA;NA;NA;2;2;3;0;3;1;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;3;2;2;1;0;0;0;Sans Objet;1;2;135;7;Sans Objet;2;5;Sans Objet;1;1;1;1;3;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10,92;269;15,03;263;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;4;4;4;4;4
