CODELOG;POIDS_SONDAGE;NUM_UP;CODEEGION;QPV;DVISIT1;DVISIT2;REG;Libelle.region;DEP;Libelle.departement;PCTL;PCPP;PCPS;PCNE;PCEL;PCOL;PCAS;PCJA;IAC;IAC1;IAC2;MA1ANO;MA1AMOIS;MA1AYEAR;MATER01;MATER02;MATER03;MATER04;MATER05;MATER06;MATER07;MATER1;ACTP1;ACTP2;ACTP3;QPX1;QPX2;QPX3;QOD1;QOD2;QOD3;QBR1;QBR2;QBR3;QBR4;QBR5;QBR6;REAB;REAB1;REAB2;REAB3;TRAV;TRAV101;TRAV102;TRAV103;TRAV104;TRAV105;TRAV106;TRAV107;TRAV108;TRAV109;TRAV110;TRAV111;TRAV112;TRAV2;KCC0;KCC1;KCC1a;KCC201;KCC202;KCC203;KCC204;KCC205;KCC206;KCC207;KCC208;KCC209;KCC210;KCC2a;KCCM11;KCCM12;KCCM13;KCCM14;KCCM15;KCCM16;KCCM17;KCCM18;KCCM19;KCCM2;CHEM1;CHEM2;KCL1;KCL1b;KCUI;KCUIa;KECS;KEIC;KEIC1;CEM01;CEM02;CEM03;CEM04;CHAUSS;FUMEUR1;FUMEUR2;ANI1;ANI211;ANI212;ANI213;ANI214;ANI215;ANI22;QATRA1;QOM31;QOM32;QOM33;QOM34;QOM35;HGTM;HGLP;MENAG;KID15;STRMEN;REV1;FC10B;LSTU2;SOMSEJNO;SOMSEJADUADO;SOMSEJENFANT;SOMCHBNO;SOMCHBADUADO;SOMCHBENFANT;CHAUF;CHEM;CHAPP;AFUM;AVAP;CUI1;CUI4;CUI5;PRESS;MBLS1;MBLS2;MBLS3;MBLS4;MBLS4a;XPB10;XPB11;XPB111;XPB112;XPB113;XPB114;XPB115;XPB11b;XPB12;XPB131;XPB132;XPB133;XPB134;XPB135;XPB136;XPB137;XPB138;XPB139;XPB13a;LSTU;LSTUC;LNPL1;LNPL2;LNPL3;LNPL4;LNPL5;LNPL6;LNPL7;LNPL8;LNPL9;LNPL0;HCU1;HCU3;HSRF;HPLB;HPLB1;HPLB2;HPLH;HPLH1;DCA1;DCA2;DGAR0;DGAR1;DGG3;KODSJ;FNSJ11;FNSJ12;FNSJ13;FNSJ14;FNSJ15;FNSJ16;FNSJ1a;KODCH;FNCH11;FNCH12;FNCH13;FNCH14;FNCH15;FNCH16;FNCH1a;SURFCHB;HAUTCHB;SURFSEJ;HAUTSEJ;Q1;Q2;Q21NOW;Q21AVANT;Q3;Q4NETTOI;Q4AERE;Q4CUI;Q4LOISIR;Q4TRAV;Q4MOB;Q5CHAUF;Q5NETTOI;Q5DESINF;Q5DESO;Q5INSEC;Q5TABAC
LOG347;17613,33297;47;11;1;2022-juin;2022-juin;11;Île-de-France;93;Seine-Saint-Denis;2;3;3;2;1;2;2;2;11;1;2011;2;11;2011;1;2;1;2;2;2;2;;2;NA;;3;NA;;3;NA;;2;1;;2;1;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;3;;1;3;1;1;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;3;1;5;1;2;2;2;0;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;1;Dépôt de bus de la ville;1;2;2;2;2;2;2;1;1;2;Jardin d'une école d'horticulture;2;Sans Objet;0;1;2;0;1;1;0;0;0;Sans Objet;2;1;61;1;Sans Objet;Sans Objet;1;Sans Objet;1;2;2;Sans Objet;Sans Objet;CUS1;1;1;1;1;1;2;Sans Objet;CHB1;2;1;1;2;2;2;Sans Objet;10;251;25;250;3;1;3;1;3;3;1;3;3;3;3;4;3;1;3;4;4
LOG348;20792,19182;55;11;1;2022-juin;2022-juillet;11;Île-de-France;95;Val-d'Oise;2;3;3;4;0;1;2;1;8;NA;NA;2;11;1986;2;2;1;2;2;2;2;;2;NA;;3;NA;;2;5;;1;2;;3;NA;;1;2;1;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;1;NA;1;3;;2;NA;1;3;1;3;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;2;2;2;2;0;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;2;2;1;rénovation et isolation des bâtiments voisins.;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;2;0;1;1;0;0;0;Sans Objet;2;1;85;5;Sans Objet;Sans Objet;1;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;1;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;10;252;31;249;3;3;Sans Objet;Sans Objet;1;3;3;3;3;3;3;4;3;1;1;4;4
LOG349;73647,02113;46;11;1;2022-mars;2022-mars;11;Île-de-France;93;Seine-Saint-Denis;2;2;2;4;3;1;2;2;9;2;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;;1;6;Tabac;1;4;;3;NA;;1;1;;2;1;;1;1;1;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;9;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;8;;1;3;1;1;2;3;1;1;2;2;2;1;2;;;2;1;2;2;2;2;2;1;0;1;1;2;2;2;0;0;2;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;1;2;2;2;2;2;2;1;2;2;;2;Sans Objet;0;1;1;0;1;0;0;0;1;entrée;2;3;49;1;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11;248;23;247;3;1;2;1;2;1;1;4;1;1;4;5;4;1;1;4;1
LOG350;15748,76977;56;11;0;2022-novembre;2022-novembre;11;Île-de-France;95;Val-d'Oise;1;5;10;1;0;2;2;1;6;NA;NA;2;5;1998;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;2;1;;2;2;;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;;2;3;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;2;2;2;;3;1;1;2;2;NA;1;3;;1;2;2;NA;2;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;2;2;2;2;0;0;2;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;1;2;2;2;2;2;2;1;2;2;;2;Sans Objet;0;1;2;2;2;2;0;0;1;cave;2;1;160;6;Sans Objet;1;3;Sans Objet;1;1;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;25;250;45;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;1;3;3;4
LOG351;36817,80237;41;11;0;2022-septembre;2022-octobre;11;Île-de-France;93;Seine-Saint-Denis;2;5;4;2;2;2;1;2;8;NA;NA;2;1;1989;2;2;1;2;2;2;2;;1;6;Médecin;3;NA;;2;6;Travaux;1;4;;3;NA;;1;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;1;4;1;3;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;1;2;4;2;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;3;0;1;2;0;0;0;Sans Objet;1;1;100;1;Sans Objet;Sans Objet;5;Sans Objet;1;2;2;Sans Objet;Sans Objet;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11;232;32;250;3;1;2;1;1;3;3;3;3;3;3;3;4;1;3;4;3
LOG352;26696,22655;41;11;0;2022-octobre;2022-octobre;11;Île-de-France;93;Seine-Saint-Denis;2;2;2;4;4;1;2;2;2;NA;NA;2;3;2001;NA;NA;NA;NA;NA;NA;1;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;1;2;1;2;2;2;2;2;2;2;2;2;2;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;2;NA;1;1;3;3;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;1;0;1;1;2;2;2;0;0;2;1;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;1;0;1;0;0;0;0;Sans Objet;1;3;50;1;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;SEJ1;2;2;1;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;19;225;20;225;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;4;1;3;3;3
LOG353;5847,758807;53;11;0;2022-septembre;2022-septembre;11;Île-de-France;95;Val-d'Oise;2;4;2;3;1;2;2;2;2;NA;NA;2;9;2016;2;2;2;2;1;2;2;;1;6;Tapissier;3;NA;;2;4;;1;1;;2;1;;4;NA;NA;NA;1;2;1;2;2;2;2;2;2;2;2;2;2;;2;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;3;;1;3;1;1;1;1;1;1;1;2;2;2;2;;;1;NA;NA;NA;NA;2;2;4;2;3;1;2;2;2;0;0;2;0;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;2;2;2;2;1;2 parkings;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;2;1;1;1;0;0;0;Sans Objet;2;2;75;1;Sans Objet;Sans Objet;1;Sans Objet;1;2;2;Sans Objet;Sans Objet;CUS1;1;2;1;1;1;2;Sans Objet;KID1;2;1;2;2;2;2;Sans Objet;12;210;35;270;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;3;3;4;4;4
LOG354;7575,187478;41;11;0;2022-août;2022-août;11;Île-de-France;93;Seine-Saint-Denis;1;6;9;2;0;2;2;1;2;NA;NA;2;8;1972;2;1;2;2;1;2;2;;2;NA;;3;NA;;2;4;;3;NA;;3;NA;;3;1;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;10;;2;2;2;2;1;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;Climatisation réversible;1;3;1;1;2;NA;1;7;Énergie solaire;1;3;1;4;3;1;1;1;1;2;2;2;2;;;2;2;2;1;2;2;2;2;0;2;2;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;4;0;2;1;0;1;2;garage + cave;2;2;160;6;Sans Objet;1;5;Sans Objet;1;1;2;Sans Objet;Sans Objet;CUS1;1;2;1;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;16;300;35;250;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;3;3;3;4;3;4
LOG355;7380,849796;56;11;0;2022-juillet;2022-juillet;11;Île-de-France;95;Val-d'Oise;1;7;7;2;1;2;3;1;1;NA;NA;2;10;1988;2;2;2;2;1;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;;2;3;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;1;2;2;;1;3;3;NA;2;NA;1;3;;1;3;1;4;2;2;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;2;1;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;1;2;2;2;1;2;2;1;2;2;;2;Sans Objet;0;2;3;2;1;2;1;0;4;2 couloirs, 1 dressing, 1 entrée.;2;2;160;6;Sans Objet;Sans Objet;5;Sans Objet;1;2;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;11;227;27;246;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;5;4;4;4;5;5
LOG356;267936,2754;41;11;0;2022-mars;2022-mars;11;Île-de-France;93;Seine-Saint-Denis;2;3;2;3;0;2;1;1;6;NA;NA;2;7;1972;2;2;1;2;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;1;1;2;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;3;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;3;;2;NA;1;4;3;3;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;1;0;1;2;2;2;2;0;0;2;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;1;1;2;0;1;1;0;0;0;Sans Objet;1;1;91;7;Sans Objet;4;1;Sans Objet;1;2;2;Sans Objet;Sans Objet;SEJ1;2;2;2;1;2;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;13;255;33;253;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;3;3;3;4;3
LOG357;100059,402;85;28;0;2022-mars;2022-mars;28;Normandie;50;Manche;1;6;6;1;0;2;2;1;9;1;1997;2;12;2018;2;2;2;1;2;2;2;;2;NA;;3;NA;;3;NA;;3;NA;;3;NA;;4;NA;NA;NA;1;2;2;2;2;2;2;2;2;2;2;2;1;Pose de parquet stratifié;3;6;;2;2;2;2;1;2;2;2;2;2;;1;2;2;2;1;2;2;2;2;;1;1;3;NA;2;NA;1;6;;1;3;1;4;1;1;1;2;NA;NA;NA;NA;NA;;;2;2;2;1;2;2;2;2;0;2;2;2;2;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;1;2;2;1;2;2;;1;1;2;2;2;2;2;2;2;2;;2;Sans Objet;0;1;5;0;2;1;1;0;2;garage, mezzanine;2;2;183;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;3;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;12;247;52;246;3;3;Sans Objet;Sans Objet;3;3;1;3;3;3;3;4;3;1;3;3;5
LOG358;318658,7589;88;28;0;2022-avril;2022-avril;28;Normandie;76;Seine-Maritime;1;4;2;2;0;1;2;1;3;NA;NA;2;11;2016;2;1;2;2;2;2;2;;2;NA;;3;NA;;3;NA;;2;4;;3;NA;;4;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;2;1;2;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;1;1;1;2;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;4;4;1;0;1;2;1;2;2;0;0;2;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;2;1;1;1;0;0;0;Sans Objet;2;2;59;8;Sans Objet;Sans Objet;5;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;17;284;26;273;3;3;Sans Objet;Sans Objet;3;3;3;3;3;3;3;4;3;3;3;3;3
LOG359;50360,421;89;28;0;2022-novembre;2022-novembre;28;Normandie;76;Seine-Maritime;1;4;6;1;0;2;2;1;12;1;2016;2;5;2016;2;2;2;1;2;2;2;;2;NA;;3;NA;;2;4;;2;3;;3;NA;;4;NA;NA;NA;1;2;1;2;2;2;2;2;1;2;2;2;2;;1;6;;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;;1;2;1;2;2;2;2;2;2;;3;3;3;NA;2;NA;1;6;;1;3;2;NA;1;1;1;2;NA;NA;NA;NA;NA;;;1;NA;NA;NA;NA;2;2;3;1;3;1;2;2;2;0;0;2;2;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1;1;2;2;2;2;1;Cheminée voisin qui envoi la fumée vers la maison (le niveau de la maison du voisin est plus bas);2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;3;0;2;1;0;0;3;1 escalier, 1 cellier et 1 couloir;2;1;131;5;Sans Objet;Sans Objet;4;Sans Objet;2;Sans Objet;2;Sans Objet;Sans Objet;CUS1;1;2;2;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;16;250;63;249;3;1;2;1;3;3;3;3;3;3;3;4;3;1;3;3;4
LOG360;30828,73378;88;28;0;2022-juin;2022-juin;28;Normandie;76;Seine-Maritime;1;5;10;0;0;2;2;1;11;1;2012;2;3;2012;2;2;2;1;2;2;2;;2;NA;;1;5;Végétation;2;5;;3;NA;;3;NA;;4;NA;NA;NA;1;2;1;2;2;2;2;2;2;2;2;2;2;;2;6;;2;2;2;2;1;2;2;2;2;2;;1;2;1;2;2;2;2;2;2;;3;1;3;NA;2;NA;1;6;;1;3;1;1;1;1;2;1;2;1;2;2;2;;;1;NA;NA;NA;NA;2;3;4;2;3;1;1;2;2;0;1;2;2;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;2;NA;NA;NA;NA;NA;;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2;Sans Objet;0;1;4;0;2;2;1;0;5;1 entrée, 1 garage, 1 couloir, 1 cellier et 1 escaliers;2;1;136;8;Sans Objet;Sans Objet;3;Sans Objet;2;Sans Objet;1;1;1;CUS1;1;2;1;1;1;2;Sans Objet;CHB1;2;1;2;2;2;2;Sans Objet;14;247;52;248;3;1;2;1;3;3;3;3;3;3;3;3;3;3;3;3;3
